T0001,27.472
T0002,23.28
T0003,21.004
T0004,21
T0005,17.91
T0006,14.766
T0007,17.658
T0008,20.722
T0009,22.336
T0010,24.268
T0011,26.23
T0012,25.218
T0013,23.484
T0014,22.828
T0015,24.264
T0016,28.8639999999999
T0017,31.892
T0018,30.0779999999999
T0019,28.86
T0020,27.732
T0021,25.066
T0022,27.056
T0023,21.128
T0024,18.284
T0025,14.2099999999999
T0026,13.8259999999999
T0027,17.518
T0028,14.398
T0029,18.988
T0030,26.178
T0031,38.0019999999999
T0032,42.232
T0033,41.544
T0034,40.438
T0035,40.4839999999999
T0036,41.274
T0037,39.824
T0038,40.436
T0039,42.472
T0040,45.32
T0041,46.244
T0042,46.302
T0043,44.884
T0044,42.906
T0045,39.608
T0046,37.668
T0047,34.812
T0048,31.3419999999999
T0049,25.708
T0050,23.444
T0051,21.574
T0052,19.0959999999999
T0053,21.16
T0054,28.104
T0055,32.56
T0056,35.202
T0057,35.128
T0058,34.456
T0059,35.736
T0060,35.598
T0061,35.778
T0062,35.952
T0063,36.65
T0064,37.536
T0065,37.94
T0066,36.912
T0067,35.794
T0068,34.2519999999999
T0069,32.534
T0070,29.974
T0071,24.874
T0072,24.6839999999999
T0073,22.768
T0074,21.476
T0075,19.764
T0076,20.4139999999999
T0077,20.1459999999999
T0078,21.762
T0079,33.886
T0080,38.4039999999999
T0081,40.118
T0082,37.244
T0083,38.826
T0084,37.918
T0085,37.57
T0086,38.676
T0087,40.596
T0088,42.384
T0089,46.068
T0090,45.226
T0091,43.7699999999999
T0092,37.368
T0093,35.67
T0094,33.672
T0095,31.04
T0096,24.856
T0097,22.828
T0098,27.776
T0099,27.168
T0100,26.722
T0101,27.68
T0102,29.662
T0103,39.896
T0104,43.452
T0105,43.4679999999999
T0106,45.14
T0107,45.794
T0108,46.062
T0109,46.406
T0110,46.37
T0111,49.944
T0112,53.6299999999999
T0113,56.6539999999999
T0114,55.1799999999999
T0115,48.576
T0116,42.13
T0117,40.612
T0118,37.22
T0119,34.924
T0120,34.914
T0121,33.906
T0122,33.754
T0123,33.3279999999999
T0124,32.85
T0125,33.326
T0126,35.282
T0127,36.838
T0128,38.712
T0129,40.282
T0130,41.114
T0131,40.778
T0132,40.934
T0133,40.338
T0134,40.176
T0135,40.65
T0136,43.274
T0137,44.808
T0138,43.162
T0139,39.912
T0140,36.742
T0141,36.516
T0142,35.732
T0143,33.968
T0144,33.722
T0145,32.104
T0146,31.694
T0147,33.418
T0148,34.02
T0149,35.548
T0150,39.778
T0151,44.448
T0152,49.452
T0153,49.3339999999999
T0154,49.052
T0155,49.644
T0156,48.312
T0157,47.558
T0158,44.8919999999999
T0159,44.666
T0160,46.402
T0161,49.236
T0162,46.154
T0163,43.168
T0164,39.16
T0165,36.922
T0166,33.372
T0167,29.6899999999999
T0168,27.172
T0169,23.808
T0170,21.622
T0171,22.994
T0172,23.944
T0173,27.488
T0174,36.378
T0175,44.786
T0176,50.702
T0177,50.652
T0178,51.246
T0179,49.686
T0180,49.1419999999999
T0181,48.046
T0182,47.2699999999999
T0183,48.278
T0184,46.076
T0185,53.362
T0186,51.594
T0187,43.42
T0188,38.33
T0189,36.176
T0190,34.972
T0191,32.042
T0192,30.53
T0193,26.4779999999999
T0194,23.594
T0195,25.11
T0196,26.356
T0197,29.27
T0198,36.332
T0199,41.646
T0200,44.638
T0201,45.398
T0202,45.048
T0203,43.494
T0204,41.992
T0205,40.29
T0206,39.78
T0207,40.688
T0208,42.492
T0209,46.51
T0210,46.0479999999999
T0211,42.7519999999999
T0212,40.874
T0213,38.66
T0214,38.158
T0215,35.738
T0216,34.0899999999999
T0217,33.166
T0218,32.6299999999999
T0219,32.444
T0220,32.876
T0221,34.16
T0222,36.922
T0223,45.702
T0224,49.002
T0225,47.952
T0226,47.6299999999999
T0227,46.914
T0228,44.2279999999999
T0229,42.31
T0230,42.12
T0231,42.75
T0232,46.2159999999999
T0233,49.662
T0234,49.8219999999999
T0235,43.834
T0236,39.648
T0237,39.488
T0238,37.856
T0239,34.666
T0240,36.628
T0241,34.596
T0242,32.316
T0243,31.412
T0244,32.698
T0245,34.156
T0246,37.7699999999999
T0247,41.822
T0248,44.392
T0249,42.694
T0250,42.266
T0251,41.446
T0252,40.488
T0253,38.884
T0254,38.288
T0255,38.228
T0256,39.794
T0257,41.618
T0258,40.854
T0259,36.722
T0260,35.742
T0261,33.532
T0262,33.85
T0263,26.356
T0264,23.28
T0265,22.104
T0266,22.244
T0267,22.9199999999999
T0268,23.374
T0269,26.11
T0270,32.784
T0271,38.544
T0272,41.524
T0273,40.53
T0274,40.8279999999999
T0275,40.688
T0276,38.784
T0277,37.908
T0278,37.87
T0279,38.588
T0280,41.648
T0281,43.03
T0282,41.634
T0283,38.166
T0284,35.698
T0285,35.2699999999999
T0286,34.218
T0287,33.0299999999999
T0288,31.6319999999999
T0289,31.814
T0290,30.418
T0291,28.05
T0292,27.5959999999999
T0293,28.584
T0294,35.016
T0295,40.56
T0296,40.44
T0297,41.176
T0298,38.648
T0299,38.18
T0300,36.632
T0301,32.438
T0302,36.18
T0303,38.192
T0304,39.9839999999999
T0305,45.144
T0306,41.272
T0307,37.098
T0308,35.12
T0309,33.612
T0310,25.704
T0311,22.574
T0312,21.964
T0313,19.04
T0314,16.886
T0315,16.872
T0316,18.544
T0317,23.176
T0318,35.5139999999999
T0319,43.1539999999999
T0320,45.302
T0321,44.314
T0322,45.312
T0323,44.5
T0324,43.29
T0325,42.402
T0326,42.488
T0327,43.648
T0328,45.08
T0329,48.836
T0330,46.2759999999999
T0331,45.35
T0332,42.194
T0333,38.242
T0334,36.598
T0335,32.726
T0336,30.992
T0337,28.596
T0338,27.06
T0339,27.278
T0340,29.916
T0341,34.342
T0342,40.36
T0343,43.2039999999999
T0344,48.67
