,D1,D2,D3
T2793,30,30,30
T2794,30,30,30
T2795,30,30,30
T2796,30,30,30
T2797,30,30,30
T2798,30,30,30
T2799,30,30,30
T2800,30,30,30
T2801,30,30,30
T2802,30,30,30
T2803,30,30,30
T2804,30,30,30
T2805,30,30,30
T2806,30,30,30
T2807,30,30,30
T2808,30,30,30
T2809,30,30,30
T2810,30,30,30
T2811,30,30,30
T2812,30,30,30
T2813,30,30,30
T2814,30,30,30
T2815,30,30,30
T2816,30,30,30
T2817,30,30,30
T2818,30,30,30
T2819,30,30,30
T2820,30,30,30
T2821,30,30,30
T2822,30,30,30
T2823,30,30,30
T2824,30,30,30
T2825,30,30,30
T2826,30,30,30
T2827,30,30,30
T2828,30,30,30
T2829,30,30,30
T2830,30,30,30
T2831,30,30,30
T2832,30,30,30
T2833,30,30,30
T2834,30,30,30
T2835,30,30,30
T2836,30,30,30
T2837,30,30,30
T2838,30,30,30
T2839,30,30,30
T2840,30,30,30
T2841,30,30,30
T2842,30,30,30
T2843,30,30,30
T2844,30,30,30
T2845,30,30,30
T2846,30,30,30
T2847,30,30,30
T2848,30,30,30
T2849,30,30,30
T2850,30,30,30
T2851,30,30,30
T2852,30,30,30
T2853,30,30,30
T2854,30,30,30
T2855,30,30,30
T2856,30,30,30
T2857,30,30,30
T2858,30,30,30
T2859,30,30,30
T2860,30,30,30
T2861,30,30,30
T2862,30,30,30
T2863,30,30,30
T2864,30,30,30
T2865,30,30,30
T2866,30,30,30
T2867,30,30,30
T2868,30,30,30
T2869,30,30,30
T2870,30,30,30
T2871,30,30,30
T2872,30,30,30
T2873,30,30,30
T2874,30,30,30
T2875,30,30,30
T2876,30,30,30
T2877,30,30,30
T2878,30,30,30
T2879,30,30,30
T2880,30,30,30
T2881,30,30,30
T2882,30,30,30
T2883,30,30,30
T2884,30,30,30
T2885,30,30,30
T2886,30,30,30
T2887,30,30,30
T2888,30,30,30
T2889,30,30,30
T2890,30,30,30
T2891,30,30,30
T2892,30,30,30
T2893,30,30,30
T2894,30,30,30
T2895,30,30,30
T2896,30,30,30
T2897,30,30,30
T2898,30,30,30
T2899,30,30,30
T2900,30,30,30
T2901,30,30,30
T2902,30,30,30
T2903,30,30,30
T2904,30,30,30
T2905,30,30,30
T2906,30,30,30
T2907,30,30,30
T2908,30,30,30
T2909,30,30,30
T2910,30,30,30
T2911,30,30,30
T2912,30,30,30
T2913,30,30,30
T2914,30,30,30
T2915,30,30,30
T2916,30,30,30
T2917,30,30,30
T2918,30,30,30
T2919,30,30,30
T2920,30,30,30
T2921,30,30,30
T2922,30,30,30
T2923,30,30,30
T2924,30,30,30
T2925,30,30,30
T2926,30,30,30
T2927,30,30,30
T2928,30,30,30
T2929,30,30,30
T2930,30,30,30
T2931,30,30,30
T2932,30,30,30
T2933,30,30,30
T2934,30,30,30
T2935,30,30,30
T2936,30,30,30
T2937,30,30,30
T2938,30,30,30
T2939,30,30,30
T2940,30,30,30
T2941,30,30,30
T2942,30,30,30
T2943,30,30,30
T2944,30,30,30
T2945,30,30,30
T2946,30,30,30
T2947,30,30,30
T2948,30,30,30
T2949,30,30,30
T2950,30,30,30
T2951,30,30,30
T2952,30,30,30
T2953,30,30,30
T2954,30,30,30
T2955,30,30,30
T2956,30,30,30
T2957,30,30,30
T2958,30,30,30
T2959,30,30,30
T2960,30,30,30
T2961,30,30,30
T2962,30,30,30
T2963,30,30,30
T2964,30,30,30
T2965,30,30,30
T2966,30,30,30
T2967,30,30,30
T2968,30,30,30
T2969,30,30,30
T2970,30,30,30
T2971,30,30,30
T2972,30,30,30
T2973,30,30,30
T2974,30,30,30
T2975,30,30,30
T2976,30,30,30
T2977,30,30,30
T2978,30,30,30
T2979,30,30,30
T2980,30,30,30
T2981,30,30,30
T2982,30,30,30
T2983,30,30,30
T2984,30,30,30
T2985,30,30,30
T2986,30,30,30
T2987,30,30,30
T2988,30,30,30
T2989,30,30,30
T2990,30,30,30
T2991,30,30,30
T2992,30,30,30
T2993,30,30,30
T2994,30,30,30
T2995,30,30,30
T2996,30,30,30
T2997,30,30,30
T2998,30,30,30
T2999,30,30,30
T3000,30,30,30
T3001,30,30,30
T3002,30,30,30
T3003,30,30,30
T3004,30,30,30
T3005,30,30,30
T3006,30,30,30
T3007,30,30,30
T3008,30,30,30
T3009,30,30,30
T3010,30,30,30
T3011,30,30,30
T3012,30,30,30
T3013,30,30,30
T3014,30,30,30
T3015,30,30,30
T3016,30,30,30
T3017,30,30,30
T3018,30,30,30
T3019,30,30,30
T3020,30,30,30
T3021,30,30,30
T3022,30,30,30
T3023,30,30,30
T3024,30,30,30
T3025,30,30,30
T3026,30,30,30
T3027,30,30,30
T3028,30,30,30
T3029,30,30,30
T3030,30,30,30
T3031,30,30,30
T3032,30,30,30
T3033,30,30,30
T3034,30,30,30
T3035,30,30,30
T3036,30,30,30
T3037,30,30,30
T3038,30,30,30
T3039,30,30,30
T3040,30,30,30
T3041,30,30,30
T3042,30,30,30
T3043,30,30,30
T3044,30,30,30
T3045,30,30,30
T3046,30,30,30
T3047,30,30,30
T3048,30,30,30
T3049,30,30,30
T3050,30,30,30
T3051,30,30,30
T3052,30,30,30
T3053,30,30,30
T3054,30,30,30
T3055,30,30,30
T3056,30,30,30
T3057,30,30,30
T3058,30,30,30
T3059,30,30,30
T3060,30,30,30
T3061,30,30,30
T3062,30,30,30
T3063,30,30,30
T3064,30,30,30
T3065,30,30,30
T3066,30,30,30
T3067,30,30,30
T3068,30,30,30
T3069,30,30,30
T3070,30,30,30
T3071,30,30,30
T3072,30,30,30
T3073,30,30,30
T3074,30,30,30
T3075,30,30,30
T3076,30,30,30
T3077,30,30,30
T3078,30,30,30
T3079,30,30,30
T3080,30,30,30
T3081,30,30,30
T3082,30,30,30
T3083,30,30,30
T3084,30,30,30
T3085,30,30,30
T3086,30,30,30
T3087,30,30,30
T3088,30,30,30
T3089,30,30,30
T3090,30,30,30
T3091,30,30,30
T3092,30,30,30
T3093,30,30,30
T3094,30,30,30
T3095,30,30,30
T3096,30,30,30
T3097,30,30,30
T3098,30,30,30
T3099,30,30,30
T3100,30,30,30
T3101,30,30,30
T3102,30,30,30
T3103,30,30,30
T3104,30,30,30
T3105,30,30,30
T3106,30,30,30
T3107,30,30,30
T3108,30,30,30
T3109,30,30,30
T3110,30,30,30
T3111,30,30,30
T3112,30,30,30
T3113,30,30,30
T3114,30,30,30
T3115,30,30,30
T3116,30,30,30
T3117,30,30,30
T3118,30,30,30
T3119,30,30,30
T3120,30,30,30
T3121,30,30,30
T3122,30,30,30
T3123,30,30,30
T3124,30,30,30
T3125,30,30,30
T3126,30,30,30
T3127,30,30,30
T3128,30,30,30
T3129,30,30,30
T3130,30,30,30
T3131,30,30,30
T3132,30,30,30
T3133,30,30,30
T3134,30,30,30
T3135,30,30,30
T3136,30,30,30
T3137,30,30,30
T3138,30,30,30
T3139,30,30,30
T3140,30,30,30
T3141,30,30,30
T3142,30,30,30
T3143,30,30,30
T3144,30,30,30
T3145,30,30,30
T3146,30,30,30
T3147,30,30,30
T3148,30,30,30
T3149,30,30,30
T3150,30,30,30
T3151,30,30,30
T3152,30,30,30
T3153,30,30,30
T3154,30,30,30
T3155,30,30,30
T3156,30,30,30
T3157,30,30,30
T3158,30,30,30
T3159,30,30,30
T3160,30,30,30
T3161,30,30,30
T3162,30,30,30
T3163,30,30,30
T3164,30,30,30
T3165,30,30,30
T3166,30,30,30
T3167,30,30,30
T3168,30,30,30
T3169,30,30,30
T3170,30,30,30
T3171,30,30,30
T3172,30,30,30
T3173,30,30,30
T3174,30,30,30
T3175,30,30,30
T3176,30,30,30
T3177,30,30,30
T3178,30,30,30
T3179,30,30,30
T3180,30,30,30
T3181,30,30,30
T3182,30,30,30
T3183,30,30,30
T3184,30,30,30
T3185,30,30,30
T3186,30,30,30
T3187,30,30,30
T3188,30,30,30
T3189,30,30,30
T3190,30,30,30
T3191,30,30,30
T3192,30,30,30
T3193,30,30,30
T3194,30,30,30
T3195,30,30,30
T3196,30,30,30
T3197,30,30,30
T3198,30,30,30
T3199,30,30,30
T3200,30,30,30
T3201,30,30,30
T3202,30,30,30
T3203,30,30,30
T3204,30,30,30
T3205,30,30,30
T3206,30,30,30
T3207,30,30,30
T3208,30,30,30
T3209,30,30,30
T3210,30,30,30
T3211,30,30,30
T3212,30,30,30
T3213,30,30,30
T3214,30,30,30
T3215,30,30,30
T3216,30,30,30
T3217,30,30,30
T3218,30,30,30
T3219,30,30,30
T3220,30,30,30
T3221,30,30,30
T3222,30,30,30
T3223,30,30,30
T3224,30,30,30
T3225,30,30,30
T3226,30,30,30
T3227,30,30,30
T3228,30,30,30
T3229,30,30,30
T3230,30,30,30
T3231,30,30,30
T3232,30,30,30
T3233,30,30,30
T3234,30,30,30
T3235,30,30,30
T3236,30,30,30
T3237,30,30,30
T3238,30,30,30
T3239,30,30,30
T3240,30,30,30
T3241,30,30,30
T3242,30,30,30
T3243,30,30,30
T3244,30,30,30
T3245,30,30,30
T3246,30,30,30
T3247,30,30,30
T3248,30,30,30
T3249,30,30,30
T3250,30,30,30
T3251,30,30,30
T3252,30,30,30
T3253,30,30,30
T3254,30,30,30
T3255,30,30,30
T3256,30,30,30
T3257,30,30,30
T3258,30,30,30
T3259,30,30,30
T3260,30,30,30
T3261,30,30,30
T3262,30,30,30
T3263,30,30,30
T3264,30,30,30
T3265,30,30,30
T3266,30,30,30
T3267,30,30,30
T3268,30,30,30
T3269,30,30,30
T3270,30,30,30
T3271,30,30,30
T3272,30,30,30
T3273,30,30,30
T3274,30,30,30
T3275,30,30,30
T3276,30,30,30
T3277,30,30,30
T3278,30,30,30
T3279,30,30,30
T3280,30,30,30
T3281,30,30,30
T3282,30,30,30
T3283,30,30,30
T3284,30,30,30
T3285,30,30,30
T3286,30,30,30
T3287,30,30,30
T3288,30,30,30
T3289,30,30,30
T3290,30,30,30
T3291,30,30,30
T3292,30,30,30
T3293,30,30,30
T3294,30,30,30
T3295,30,30,30
T3296,30,30,30
T3297,30,30,30
T3298,30,30,30
T3299,30,30,30
T3300,30,30,30
T3301,30,30,30
T3302,30,30,30
T3303,30,30,30
T3304,30,30,30
T3305,30,30,30
T3306,30,30,30
T3307,30,30,30
T3308,30,30,30
T3309,30,30,30
T3310,30,30,30
T3311,30,30,30
T3312,30,30,30
T3313,30,30,30
T3314,30,30,30
T3315,30,30,30
T3316,30,30,30
T3317,30,30,30
T3318,30,30,30
T3319,30,30,30
T3320,30,30,30
T3321,30,30,30
T3322,30,30,30
T3323,30,30,30
T3324,30,30,30
T3325,30,30,30
T3326,30,30,30
T3327,30,30,30
T3328,30,30,30
T3329,30,30,30
T3330,30,30,30
T3331,30,30,30
T3332,30,30,30
T3333,30,30,30
T3334,30,30,30
T3335,30,30,30
T3336,30,30,30
T3337,30,30,30
T3338,30,30,30
T3339,30,30,30
T3340,30,30,30
T3341,30,30,30
T3342,30,30,30
T3343,30,30,30
T3344,30,30,30
T3345,30,30,30
T3346,30,30,30
T3347,30,30,30
T3348,30,30,30
T3349,30,30,30
T3350,30,30,30
T3351,30,30,30
T3352,30,30,30
T3353,30,30,30
T3354,30,30,30
T3355,30,30,30
T3356,30,30,30
T3357,30,30,30
T3358,30,30,30
T3359,30,30,30
T3360,30,30,30
T3361,30,30,30
T3362,30,30,30
T3363,30,30,30
T3364,30,30,30
T3365,30,30,30
T3366,30,30,30
T3367,30,30,30
T3368,30,30,30
T3369,30,30,30
T3370,30,30,30
T3371,30,30,30
T3372,30,30,30
T3373,30,30,30
T3374,30,30,30
T3375,30,30,30
T3376,30,30,30
T3377,30,30,30
T3378,30,30,30
T3379,30,30,30
T3380,30,30,30
T3381,30,30,30
T3382,30,30,30
T3383,30,30,30
T3384,30,30,30
T3385,30,30,30
T3386,30,30,30
T3387,30,30,30
T3388,30,30,30
T3389,30,30,30
T3390,30,30,30
T3391,30,30,30
T3392,30,30,30
T3393,30,30,30
T3394,30,30,30
T3395,30,30,30
T3396,30,30,30
T3397,30,30,30
T3398,30,30,30
T3399,30,30,30
T3400,30,30,30
T3401,30,30,30
T3402,30,30,30
T3403,30,30,30
T3404,30,30,30
T3405,30,30,30
T3406,30,30,30
T3407,30,30,30
T3408,30,30,30
T3409,30,30,30
T3410,30,30,30
T3411,30,30,30
T3412,30,30,30
T3413,30,30,30
T3414,30,30,30
T3415,30,30,30
T3416,30,30,30
T3417,30,30,30
T3418,30,30,30
T3419,30,30,30
T3420,30,30,30
T3421,30,30,30
T3422,30,30,30
T3423,30,30,30
T3424,30,30,30
T3425,30,30,30
T3426,30,30,30
T3427,30,30,30
T3428,30,30,30
T3429,30,30,30
T3430,30,30,30
T3431,30,30,30
T3432,30,30,30
T3433,30,30,30
T3434,30,30,30
T3435,30,30,30
T3436,30,30,30
T3437,30,30,30
T3438,30,30,30
T3439,30,30,30
T3440,30,30,30
T3441,30,30,30
T3442,30,30,30
T3443,30,30,30
T3444,30,30,30
T3445,30,30,30
T3446,30,30,30
T3447,30,30,30
T3448,30,30,30
T3449,30,30,30
T3450,30,30,30
T3451,30,30,30
T3452,30,30,30
T3453,30,30,30
T3454,30,30,30
T3455,30,30,30
T3456,30,30,30
T3457,30,30,30
T3458,30,30,30
T3459,30,30,30
T3460,30,30,30
T3461,30,30,30
T3462,30,30,30
T3463,30,30,30
T3464,30,30,30
T3465,30,30,30
T3466,30,30,30
T3467,30,30,30
T3468,30,30,30
T3469,30,30,30
T3470,30,30,30
T3471,30,30,30
T3472,30,30,30
T3473,30,30,30
T3474,30,30,30
T3475,30,30,30
T3476,30,30,30
T3477,30,30,30
T3478,30,30,30
T3479,30,30,30
T3480,30,30,30
T3481,30,30,30
T3482,30,30,30
T3483,30,30,30
T3484,30,30,30
T3485,30,30,30
T3486,30,30,30
T3487,30,30,30
T3488,30,30,30
T3489,30,30,30
T3490,30,30,30
T3491,30,30,30
T3492,30,30,30
T3493,30,30,30
T3494,30,30,30
T3495,30,30,30
T3496,30,30,30
T3497,30,30,30
T3498,30,30,30
T3499,30,30,30
T3500,30,30,30
T3501,30,30,30
T3502,30,30,30
T3503,30,30,30
T3504,30,30,30
T3505,30,30,30
T3506,30,30,30
T3507,30,30,30
T3508,30,30,30
T3509,30,30,30
T3510,30,30,30
T3511,30,30,30
T3512,30,30,30
T3513,30,30,30
T3514,30,30,30
T3515,30,30,30
T3516,30,30,30
T3517,30,30,30
T3518,30,30,30
T3519,30,30,30
T3520,30,30,30
T3521,30,30,30
T3522,30,30,30
T3523,30,30,30
T3524,30,30,30
T3525,30,30,30
T3526,30,30,30
T3527,30,30,30
T3528,30,30,30
T3529,30,30,30
T3530,30,30,30
T3531,30,30,30
T3532,30,30,30
T3533,30,30,30
T3534,30,30,30
T3535,30,30,30
T3536,30,30,30
T3537,30,30,30
T3538,30,30,30
T3539,30,30,30
T3540,30,30,30
T3541,30,30,30
T3542,30,30,30
T3543,30,30,30
T3544,30,30,30
T3545,30,30,30
T3546,30,30,30
T3547,30,30,30
T3548,30,30,30
T3549,30,30,30
T3550,30,30,30
T3551,30,30,30
T3552,30,30,30
T3553,30,30,30
T3554,30,30,30
T3555,30,30,30
T3556,30,30,30
T3557,30,30,30
T3558,30,30,30
T3559,30,30,30
T3560,30,30,30
T3561,30,30,30
T3562,30,30,30
T3563,30,30,30
T3564,30,30,30
T3565,30,30,30
T3566,30,30,30
T3567,30,30,30
T3568,30,30,30
T3569,30,30,30
T3570,30,30,30
T3571,30,30,30
T3572,30,30,30
T3573,30,30,30
T3574,30,30,30
T3575,30,30,30
T3576,30,30,30
T3577,30,30,30
T3578,30,30,30
T3579,30,30,30
T3580,30,30,30
T3581,30,30,30
T3582,30,30,30
T3583,30,30,30
T3584,30,30,30
T3585,30,30,30
T3586,30,30,30
T3587,30,30,30
T3588,30,30,30
T3589,30,30,30
T3590,30,30,30
T3591,30,30,30
T3592,30,30,30
T3593,30,30,30
T3594,30,30,30
T3595,30,30,30
T3596,30,30,30
T3597,30,30,30
T3598,30,30,30
T3599,30,30,30
T3600,30,30,30
T3601,30,30,30
T3602,30,30,30
T3603,30,30,30
T3604,30,30,30
T3605,30,30,30
T3606,30,30,30
T3607,30,30,30
T3608,30,30,30
T3609,30,30,30
T3610,30,30,30
T3611,30,30,30
T3612,30,30,30
T3613,30,30,30
T3614,30,30,30
T3615,30,30,30
T3616,30,30,30
T3617,30,30,30
T3618,30,30,30
T3619,30,30,30
T3620,30,30,30
T3621,30,30,30
T3622,30,30,30
T3623,30,30,30
T3624,30,30,30
T3625,30,30,30
T3626,30,30,30
T3627,30,30,30
T3628,30,30,30
T3629,30,30,30
T3630,30,30,30
T3631,30,30,30
T3632,30,30,30
T3633,30,30,30
T3634,30,30,30
T3635,30,30,30
T3636,30,30,30
T3637,30,30,30
T3638,30,30,30
T3639,30,30,30
T3640,30,30,30
T3641,30,30,30
T3642,30,30,30
T3643,30,30,30
T3644,30,30,30
T3645,30,30,30
T3646,30,30,30
T3647,30,30,30
T3648,30,30,30
T3649,30,30,30
T3650,30,30,30
T3651,30,30,30
T3652,30,30,30
T3653,30,30,30
T3654,30,30,30
T3655,30,30,30
T3656,30,30,30
T3657,30,30,30
T3658,30,30,30
T3659,30,30,30
T3660,30,30,30
T3661,30,30,30
T3662,30,30,30
T3663,30,30,30
T3664,30,30,30
T3665,30,30,30
T3666,30,30,30
T3667,30,30,30
T3668,30,30,30
T3669,30,30,30
T3670,30,30,30
T3671,30,30,30
T3672,30,30,30
T3673,30,30,30
T3674,30,30,30
T3675,30,30,30
T3676,30,30,30
T3677,30,30,30
T3678,30,30,30
T3679,30,30,30
T3680,30,30,30
T3681,30,30,30
T3682,30,30,30
T3683,30,30,30
T3684,30,30,30
T3685,30,30,30
T3686,30,30,30
T3687,30,30,30
T3688,30,30,30
T3689,30,30,30
T3690,30,30,30
T3691,30,30,30
T3692,30,30,30
T3693,30,30,30
T3694,30,30,30
T3695,30,30,30
T3696,30,30,30
T3697,30,30,30
T3698,30,30,30
T3699,30,30,30
T3700,30,30,30
T3701,30,30,30
T3702,30,30,30
T3703,30,30,30
T3704,30,30,30
T3705,30,30,30
T3706,30,30,30
T3707,30,30,30
T3708,30,30,30
T3709,30,30,30
T3710,30,30,30
T3711,30,30,30
T3712,30,30,30
T3713,30,30,30
T3714,30,30,30
T3715,30,30,30
T3716,30,30,30
T3717,30,30,30
T3718,30,30,30
T3719,30,30,30
T3720,30,30,30
T3721,30,30,30
T3722,30,30,30
T3723,30,30,30
T3724,30,30,30
T3725,30,30,30
T3726,30,30,30
T3727,30,30,30
T3728,30,30,30
T3729,30,30,30
T3730,30,30,30
T3731,30,30,30
T3732,30,30,30
T3733,30,30,30
T3734,30,30,30
T3735,30,30,30
T3736,30,30,30
T3737,30,30,30
T3738,30,30,30
T3739,30,30,30
T3740,30,30,30
T3741,30,30,30
T3742,30,30,30
T3743,30,30,30
T3744,30,30,30
T3745,30,30,30
T3746,30,30,30
T3747,30,30,30
T3748,30,30,30
T3749,30,30,30
T3750,30,30,30
T3751,30,30,30
T3752,30,30,30
T3753,30,30,30
T3754,30,30,30
T3755,30,30,30
T3756,30,30,30
T3757,30,30,30
T3758,30,30,30
T3759,30,30,30
T3760,30,30,30
T3761,30,30,30
T3762,30,30,30
T3763,30,30,30
T3764,30,30,30
T3765,30,30,30
T3766,30,30,30
T3767,30,30,30
T3768,30,30,30
T3769,30,30,30
T3770,30,30,30
T3771,30,30,30
T3772,30,30,30
T3773,30,30,30
T3774,30,30,30
T3775,30,30,30
T3776,30,30,30
T3777,30,30,30
T3778,30,30,30
T3779,30,30,30
T3780,30,30,30
T3781,30,30,30
T3782,30,30,30
T3783,30,30,30
T3784,30,30,30
T3785,30,30,30
T3786,30,30,30
T3787,30,30,30
T3788,30,30,30
T3789,30,30,30
T3790,30,30,30
T3791,30,30,30
T3792,30,30,30
T3793,30,30,30
T3794,30,30,30
T3795,30,30,30
T3796,30,30,30
T3797,30,30,30
T3798,30,30,30
T3799,30,30,30
T3800,30,30,30
T3801,30,30,30
T3802,30,30,30
T3803,30,30,30
T3804,30,30,30
T3805,30,30,30
T3806,30,30,30
T3807,30,30,30
T3808,30,30,30
T3809,30,30,30
T3810,30,30,30
T3811,30,30,30
T3812,30,30,30
T3813,30,30,30
T3814,30,30,30
T3815,30,30,30
T3816,30,30,30
T3817,30,30,30
T3818,30,30,30
T3819,30,30,30
T3820,30,30,30
T3821,30,30,30
T3822,30,30,30
T3823,30,30,30
T3824,30,30,30
T3825,30,30,30
T3826,30,30,30
T3827,30,30,30
T3828,30,30,30
T3829,30,30,30
T3830,30,30,30
T3831,30,30,30
T3832,30,30,30
T3833,30,30,30
T3834,30,30,30
T3835,30,30,30
T3836,30,30,30
T3837,30,30,30
T3838,30,30,30
T3839,30,30,30
T3840,30,30,30
T3841,30,30,30
T3842,30,30,30
T3843,30,30,30
T3844,30,30,30
T3845,30,30,30
T3846,30,30,30
T3847,30,30,30
T3848,30,30,30
T3849,30,30,30
T3850,30,30,30
T3851,30,30,30
T3852,30,30,30
T3853,30,30,30
T3854,30,30,30
T3855,30,30,30
T3856,30,30,30
T3857,30,30,30
T3858,30,30,30
T3859,30,30,30
T3860,30,30,30
T3861,30,30,30
T3862,30,30,30
T3863,30,30,30
T3864,30,30,30
T3865,30,30,30
T3866,30,30,30
T3867,30,30,30
T3868,30,30,30
T3869,30,30,30
T3870,30,30,30
T3871,30,30,30
T3872,30,30,30
T3873,30,30,30
T3874,30,30,30
T3875,30,30,30
T3876,30,30,30
T3877,30,30,30
T3878,30,30,30
T3879,30,30,30
T3880,30,30,30
T3881,30,30,30
T3882,30,30,30
T3883,30,30,30
T3884,30,30,30
T3885,30,30,30
T3886,30,30,30
T3887,30,30,30
T3888,30,30,30
T3889,30,30,30
T3890,30,30,30
T3891,30,30,30
T3892,30,30,30
T3893,30,30,30
T3894,30,30,30
T3895,30,30,30
T3896,30,30,30
T3897,30,30,30
T3898,30,30,30
T3899,30,30,30
T3900,30,30,30
T3901,30,30,30
T3902,30,30,30
T3903,30,30,30
T3904,30,30,30
T3905,30,30,30
T3906,30,30,30
T3907,30,30,30
T3908,30,30,30
T3909,30,30,30
T3910,30,30,30
T3911,30,30,30
T3912,30,30,30
T3913,30,30,30
T3914,30,30,30
T3915,30,30,30
T3916,30,30,30
T3917,30,30,30
T3918,30,30,30
T3919,30,30,30
T3920,30,30,30
T3921,30,30,30
T3922,30,30,30
T3923,30,30,30
T3924,30,30,30
T3925,30,30,30
T3926,30,30,30
T3927,30,30,30
T3928,30,30,30
T3929,30,30,30
T3930,30,30,30
T3931,30,30,30
T3932,30,30,30
T3933,30,30,30
T3934,30,30,30
T3935,30,30,30
T3936,30,30,30
T3937,30,30,30
T3938,30,30,30
T3939,30,30,30
T3940,30,30,30
T3941,30,30,30
T3942,30,30,30
T3943,30,30,30
T3944,30,30,30
T3945,30,30,30
T3946,30,30,30
T3947,30,30,30
T3948,30,30,30
T3949,30,30,30
T3950,30,30,30
T3951,30,30,30
T3952,30,30,30
T3953,30,30,30
T3954,30,30,30
T3955,30,30,30
T3956,30,30,30
T3957,30,30,30
T3958,30,30,30
T3959,30,30,30
T3960,30,30,30
T3961,30,30,30
T3962,30,30,30
T3963,30,30,30
T3964,30,30,30
T3965,30,30,30
T3966,30,30,30
T3967,30,30,30
T3968,30,30,30
T3969,30,30,30
T3970,30,30,30
T3971,30,30,30
T3972,30,30,30
T3973,30,30,30
T3974,30,30,30
T3975,30,30,30
T3976,30,30,30
T3977,30,30,30
T3978,30,30,30
T3979,30,30,30
T3980,30,30,30
T3981,30,30,30
T3982,30,30,30
T3983,30,30,30
T3984,30,30,30
T3985,30,30,30
T3986,30,30,30
T3987,30,30,30
T3988,30,30,30
T3989,30,30,30
T3990,30,30,30
T3991,30,30,30
T3992,30,30,30
T3993,30,30,30
T3994,30,30,30
T3995,30,30,30
T3996,30,30,30
T3997,30,30,30
T3998,30,30,30
T3999,30,30,30
T4000,30,30,30
T4001,30,30,30
T4002,30,30,30
T4003,30,30,30
T4004,30,30,30
T4005,30,30,30
T4006,30,30,30
T4007,30,30,30
T4008,30,30,30
T4009,30,30,30
T4010,30,30,30
T4011,30,30,30
T4012,30,30,30
T4013,30,30,30
T4014,30,30,30
T4015,30,30,30
T4016,30,30,30
T4017,30,30,30
T4018,30,30,30
T4019,30,30,30
T4020,30,30,30
T4021,30,30,30
T4022,30,30,30
T4023,30,30,30
T4024,30,30,30
T4025,30,30,30
T4026,30,30,30
T4027,30,30,30
T4028,30,30,30
T4029,30,30,30
T4030,30,30,30
T4031,30,30,30
T4032,30,30,30
T4033,30,30,30
T4034,30,30,30
T4035,30,30,30
T4036,30,30,30
T4037,30,30,30
T4038,30,30,30
T4039,30,30,30
T4040,30,30,30
T4041,30,30,30
T4042,30,30,30
T4043,30,30,30
T4044,30,30,30
T4045,30,30,30
T4046,30,30,30
T4047,30,30,30
T4048,30,30,30
T4049,30,30,30
T4050,30,30,30
T4051,30,30,30
T4052,30,30,30
T4053,30,30,30
T4054,30,30,30
T4055,30,30,30
T4056,30,30,30
T4057,30,30,30
T4058,30,30,30
T4059,30,30,30
T4060,30,30,30
T4061,30,30,30
T4062,30,30,30
T4063,30,30,30
T4064,30,30,30
T4065,30,30,30
T4066,30,30,30
T4067,30,30,30
T4068,30,30,30
T4069,30,30,30
T4070,30,30,30
T4071,30,30,30
T4072,30,30,30
T4073,30,30,30
T4074,30,30,30
T4075,30,30,30
T4076,30,30,30
T4077,30,30,30
T4078,30,30,30
T4079,30,30,30
T4080,30,30,30
T4081,30,30,30
T4082,30,30,30
T4083,30,30,30
T4084,30,30,30
T4085,30,30,30
T4086,30,30,30
T4087,30,30,30
T4088,30,30,30
T4089,30,30,30
T4090,30,30,30
T4091,30,30,30
T4092,30,30,30
T4093,30,30,30
T4094,30,30,30
T4095,30,30,30
T4096,30,30,30
T4097,30,30,30
T4098,30,30,30
T4099,30,30,30
T4100,30,30,30
T4101,30,30,30
T4102,30,30,30
T4103,30,30,30
T4104,30,30,30
T4105,30,30,30
T4106,30,30,30
T4107,30,30,30
T4108,30,30,30
T4109,30,30,30
T4110,30,30,30
T4111,30,30,30
T4112,30,30,30
T4113,30,30,30
T4114,30,30,30
T4115,30,30,30
T4116,30,30,30
T4117,30,30,30
T4118,30,30,30
T4119,30,30,30
T4120,30,30,30
T4121,30,30,30
T4122,30,30,30
T4123,30,30,30
T4124,30,30,30
T4125,30,30,30
T4126,30,30,30
T4127,30,30,30
T4128,30,30,30
T4129,30,30,30
T4130,30,30,30
T4131,30,30,30
T4132,30,30,30
T4133,30,30,30
T4134,30,30,30
T4135,30,30,30
T4136,30,30,30
T4137,30,30,30
T4138,30,30,30
T4139,30,30,30
T4140,30,30,30
T4141,30,30,30
T4142,30,30,30
T4143,30,30,30
T4144,30,30,30
T4145,30,30,30
T4146,30,30,30
T4147,30,30,30
T4148,30,30,30
T4149,30,30,30
T4150,30,30,30
T4151,30,30,30
T4152,30,30,30
T4153,30,30,30
T4154,30,30,30
T4155,30,30,30
T4156,30,30,30
T4157,30,30,30
T4158,30,30,30
T4159,30,30,30
T4160,30,30,30
T4161,30,30,30
T4162,30,30,30
T4163,30,30,30
T4164,30,30,30
T4165,30,30,30
T4166,30,30,30
T4167,30,30,30
T4168,30,30,30
T4169,30,30,30
T4170,30,30,30
T4171,30,30,30
T4172,30,30,30
T4173,30,30,30
T4174,30,30,30
T4175,30,30,30
T4176,30,30,30
T4177,30,30,30
T4178,30,30,30
T4179,30,30,30
T4180,30,30,30
T4181,30,30,30
T4182,30,30,30
T4183,30,30,30
T4184,30,30,30
T4185,30,30,30
T4186,30,30,30
T4187,30,30,30
T4188,30,30,30
T4189,30,30,30
T4190,30,30,30
T4191,30,30,30
