,D1,D2,D3
T1394,30,30,30
T1395,30,30,30
T1396,30,30,30
T1397,30,30,30
T1398,30,30,30
T1399,30,30,30
T1400,30,30,30
T1401,30,30,30
T1402,30,30,30
T1403,30,30,30
T1404,30,30,30
T1405,30,30,30
T1406,30,30,30
T1407,30,30,30
T1408,30,30,30
T1409,30,30,30
T1410,30,30,30
T1411,30,30,30
T1412,30,30,30
T1413,30,30,30
T1414,30,30,30
T1415,30,30,30
T1416,30,30,30
T1417,30,30,30
T1418,30,30,30
T1419,30,30,30
T1420,30,30,30
T1421,30,30,30
T1422,30,30,30
T1423,30,30,30
T1424,30,30,30
T1425,30,30,30
T1426,30,30,30
T1427,30,30,30
T1428,30,30,30
T1429,30,30,30
T1430,30,30,30
T1431,30,30,30
T1432,30,30,30
T1433,30,30,30
T1434,30,30,30
T1435,30,30,30
T1436,30,30,30
T1437,30,30,30
T1438,30,30,30
T1439,30,30,30
T1440,30,30,30
T1441,30,30,30
T1442,30,30,30
T1443,30,30,30
T1444,30,30,30
T1445,30,30,30
T1446,30,30,30
T1447,30,30,30
T1448,30,30,30
T1449,30,30,30
T1450,30,30,30
T1451,30,30,30
T1452,30,30,30
T1453,30,30,30
T1454,30,30,30
T1455,30,30,30
T1456,30,30,30
T1457,30,30,30
T1458,30,30,30
T1459,30,30,30
T1460,30,30,30
T1461,30,30,30
T1462,30,30,30
T1463,30,30,30
T1464,30,30,30
T1465,30,30,30
T1466,30,30,30
T1467,30,30,30
T1468,30,30,30
T1469,30,30,30
T1470,30,30,30
T1471,30,30,30
T1472,30,30,30
T1473,30,30,30
T1474,30,30,30
T1475,30,30,30
T1476,30,30,30
T1477,30,30,30
T1478,30,30,30
T1479,30,30,30
T1480,30,30,30
T1481,30,30,30
T1482,30,30,30
T1483,30,30,30
T1484,30,30,30
T1485,30,30,30
T1486,30,30,30
T1487,30,30,30
T1488,30,30,30
T1489,30,30,30
T1490,30,30,30
T1491,30,30,30
T1492,30,30,30
T1493,30,30,30
T1494,30,30,30
T1495,30,30,30
T1496,30,30,30
T1497,30,30,30
T1498,30,30,30
T1499,30,30,30
T1500,30,30,30
T1501,30,30,30
T1502,30,30,30
T1503,30,30,30
T1504,30,30,30
T1505,30,30,30
T1506,30,30,30
T1507,30,30,30
T1508,30,30,30
T1509,30,30,30
T1510,30,30,30
T1511,30,30,30
T1512,30,30,30
T1513,30,30,30
T1514,30,30,30
T1515,30,30,30
T1516,30,30,30
T1517,30,30,30
T1518,30,30,30
T1519,30,30,30
T1520,30,30,30
T1521,30,30,30
T1522,30,30,30
T1523,30,30,30
T1524,30,30,30
T1525,30,30,30
T1526,30,30,30
T1527,30,30,30
T1528,30,30,30
T1529,30,30,30
T1530,30,30,30
T1531,30,30,30
T1532,30,30,30
T1533,30,30,30
T1534,30,30,30
T1535,30,30,30
T1536,30,30,30
T1537,30,30,30
T1538,30,30,30
T1539,30,30,30
T1540,30,30,30
T1541,30,30,30
T1542,30,30,30
T1543,30,30,30
T1544,30,30,30
T1545,30,30,30
T1546,30,30,30
T1547,30,30,30
T1548,30,30,30
T1549,30,30,30
T1550,30,30,30
T1551,30,30,30
T1552,30,30,30
T1553,30,30,30
T1554,30,30,30
T1555,30,30,30
T1556,30,30,30
T1557,30,30,30
T1558,30,30,30
T1559,30,30,30
T1560,30,30,30
T1561,30,30,30
T1562,30,30,30
T1563,30,30,30
T1564,30,30,30
T1565,30,30,30
T1566,30,30,30
T1567,30,30,30
T1568,30,30,30
T1569,30,30,30
T1570,30,30,30
T1571,30,30,30
T1572,30,30,30
T1573,30,30,30
T1574,30,30,30
T1575,30,30,30
T1576,30,30,30
T1577,30,30,30
T1578,30,30,30
T1579,30,30,30
T1580,30,30,30
T1581,30,30,30
T1582,30,30,30
T1583,30,30,30
T1584,30,30,30
T1585,30,30,30
T1586,30,30,30
T1587,30,30,30
T1588,30,30,30
T1589,30,30,30
T1590,30,30,30
T1591,30,30,30
T1592,30,30,30
T1593,30,30,30
T1594,30,30,30
T1595,30,30,30
T1596,30,30,30
T1597,30,30,30
T1598,30,30,30
T1599,30,30,30
T1600,30,30,30
T1601,30,30,30
T1602,30,30,30
T1603,30,30,30
T1604,30,30,30
T1605,30,30,30
T1606,30,30,30
T1607,30,30,30
T1608,30,30,30
T1609,30,30,30
T1610,30,30,30
T1611,30,30,30
T1612,30,30,30
T1613,30,30,30
T1614,30,30,30
T1615,30,30,30
T1616,30,30,30
T1617,30,30,30
T1618,30,30,30
T1619,30,30,30
T1620,30,30,30
T1621,30,30,30
T1622,30,30,30
T1623,30,30,30
T1624,30,30,30
T1625,30,30,30
T1626,30,30,30
T1627,30,30,30
T1628,30,30,30
T1629,30,30,30
T1630,30,30,30
T1631,30,30,30
T1632,30,30,30
T1633,30,30,30
T1634,30,30,30
T1635,30,30,30
T1636,30,30,30
T1637,30,30,30
T1638,30,30,30
T1639,30,30,30
T1640,30,30,30
T1641,30,30,30
T1642,30,30,30
T1643,30,30,30
T1644,30,30,30
T1645,30,30,30
T1646,30,30,30
T1647,30,30,30
T1648,30,30,30
T1649,30,30,30
T1650,30,30,30
T1651,30,30,30
T1652,30,30,30
T1653,30,30,30
T1654,30,30,30
T1655,30,30,30
T1656,30,30,30
T1657,30,30,30
T1658,30,30,30
T1659,30,30,30
T1660,30,30,30
T1661,30,30,30
T1662,30,30,30
T1663,30,30,30
T1664,30,30,30
T1665,30,30,30
T1666,30,30,30
T1667,30,30,30
T1668,30,30,30
T1669,30,30,30
T1670,30,30,30
T1671,30,30,30
T1672,30,30,30
T1673,30,30,30
T1674,30,30,30
T1675,30,30,30
T1676,30,30,30
T1677,30,30,30
T1678,30,30,30
T1679,30,30,30
T1680,30,30,30
T1681,30,30,30
T1682,30,30,30
T1683,30,30,30
T1684,30,30,30
T1685,30,30,30
T1686,30,30,30
T1687,30,30,30
T1688,30,30,30
T1689,30,30,30
T1690,30,30,30
T1691,30,30,30
T1692,30,30,30
T1693,30,30,30
T1694,30,30,30
T1695,30,30,30
T1696,30,30,30
T1697,30,30,30
T1698,30,30,30
T1699,30,30,30
T1700,30,30,30
T1701,30,30,30
T1702,30,30,30
T1703,30,30,30
T1704,30,30,30
T1705,30,30,30
T1706,30,30,30
T1707,30,30,30
T1708,30,30,30
T1709,30,30,30
T1710,30,30,30
T1711,30,30,30
T1712,30,30,30
T1713,30,30,30
T1714,30,30,30
T1715,30,30,30
T1716,30,30,30
T1717,30,30,30
T1718,30,30,30
T1719,30,30,30
T1720,30,30,30
T1721,30,30,30
T1722,30,30,30
T1723,30,30,30
T1724,30,30,30
T1725,30,30,30
T1726,30,30,30
T1727,30,30,30
T1728,30,30,30
T1729,30,30,30
T1730,30,30,30
T1731,30,30,30
T1732,30,30,30
T1733,30,30,30
T1734,30,30,30
T1735,30,30,30
T1736,30,30,30
T1737,30,30,30
T1738,30,30,30
T1739,30,30,30
T1740,30,30,30
T1741,30,30,30
T1742,30,30,30
T1743,30,30,30
T1744,30,30,30
T1745,30,30,30
T1746,30,30,30
T1747,30,30,30
T1748,30,30,30
T1749,30,30,30
T1750,30,30,30
T1751,30,30,30
T1752,30,30,30
T1753,30,30,30
T1754,30,30,30
T1755,30,30,30
T1756,30,30,30
T1757,30,30,30
T1758,30,30,30
T1759,30,30,30
T1760,30,30,30
T1761,30,30,30
T1762,30,30,30
T1763,30,30,30
T1764,30,30,30
T1765,30,30,30
T1766,30,30,30
T1767,30,30,30
T1768,30,30,30
T1769,30,30,30
T1770,30,30,30
T1771,30,30,30
T1772,30,30,30
T1773,30,30,30
T1774,30,30,30
T1775,30,30,30
T1776,30,30,30
T1777,30,30,30
T1778,30,30,30
T1779,30,30,30
T1780,30,30,30
T1781,30,30,30
T1782,30,30,30
T1783,30,30,30
T1784,30,30,30
T1785,30,30,30
T1786,30,30,30
T1787,30,30,30
T1788,30,30,30
T1789,30,30,30
T1790,30,30,30
T1791,30,30,30
T1792,30,30,30
T1793,30,30,30
T1794,30,30,30
T1795,30,30,30
T1796,30,30,30
T1797,30,30,30
T1798,30,30,30
T1799,30,30,30
T1800,30,30,30
T1801,30,30,30
T1802,30,30,30
T1803,30,30,30
T1804,30,30,30
T1805,30,30,30
T1806,30,30,30
T1807,30,30,30
T1808,30,30,30
T1809,30,30,30
T1810,30,30,30
T1811,30,30,30
T1812,30,30,30
T1813,30,30,30
T1814,30,30,30
T1815,30,30,30
T1816,30,30,30
T1817,30,30,30
T1818,30,30,30
T1819,30,30,30
T1820,30,30,30
T1821,30,30,30
T1822,30,30,30
T1823,30,30,30
T1824,30,30,30
T1825,30,30,30
T1826,30,30,30
T1827,30,30,30
T1828,30,30,30
T1829,30,30,30
T1830,30,30,30
T1831,30,30,30
T1832,30,30,30
T1833,30,30,30
T1834,30,30,30
T1835,30,30,30
T1836,30,30,30
T1837,30,30,30
T1838,30,30,30
T1839,30,30,30
T1840,30,30,30
T1841,30,30,30
T1842,30,30,30
T1843,30,30,30
T1844,30,30,30
T1845,30,30,30
T1846,30,30,30
T1847,30,30,30
T1848,30,30,30
T1849,30,30,30
T1850,30,30,30
T1851,30,30,30
T1852,30,30,30
T1853,30,30,30
T1854,30,30,30
T1855,30,30,30
T1856,30,30,30
T1857,30,30,30
T1858,30,30,30
T1859,30,30,30
T1860,30,30,30
T1861,30,30,30
T1862,30,30,30
T1863,30,30,30
T1864,30,30,30
T1865,30,30,30
T1866,30,30,30
T1867,30,30,30
T1868,30,30,30
T1869,30,30,30
T1870,30,30,30
T1871,30,30,30
T1872,30,30,30
T1873,30,30,30
T1874,30,30,30
T1875,30,30,30
T1876,30,30,30
T1877,30,30,30
T1878,30,30,30
T1879,30,30,30
T1880,30,30,30
T1881,30,30,30
T1882,30,30,30
T1883,30,30,30
T1884,30,30,30
T1885,30,30,30
T1886,30,30,30
T1887,30,30,30
T1888,30,30,30
T1889,30,30,30
T1890,30,30,30
T1891,30,30,30
T1892,30,30,30
T1893,30,30,30
T1894,30,30,30
T1895,30,30,30
T1896,30,30,30
T1897,30,30,30
T1898,30,30,30
T1899,30,30,30
T1900,30,30,30
T1901,30,30,30
T1902,30,30,30
T1903,30,30,30
T1904,30,30,30
T1905,30,30,30
T1906,30,30,30
T1907,30,30,30
T1908,30,30,30
T1909,30,30,30
T1910,30,30,30
T1911,30,30,30
T1912,30,30,30
T1913,30,30,30
T1914,30,30,30
T1915,30,30,30
T1916,30,30,30
T1917,30,30,30
T1918,30,30,30
T1919,30,30,30
T1920,30,30,30
T1921,30,30,30
T1922,30,30,30
T1923,30,30,30
T1924,30,30,30
T1925,30,30,30
T1926,30,30,30
T1927,30,30,30
T1928,30,30,30
T1929,30,30,30
T1930,30,30,30
T1931,30,30,30
T1932,30,30,30
T1933,30,30,30
T1934,30,30,30
T1935,30,30,30
T1936,30,30,30
T1937,30,30,30
T1938,30,30,30
T1939,30,30,30
T1940,30,30,30
T1941,30,30,30
T1942,30,30,30
T1943,30,30,30
T1944,30,30,30
T1945,30,30,30
T1946,30,30,30
T1947,30,30,30
T1948,30,30,30
T1949,30,30,30
T1950,30,30,30
T1951,30,30,30
T1952,30,30,30
T1953,30,30,30
T1954,30,30,30
T1955,30,30,30
T1956,30,30,30
T1957,30,30,30
T1958,30,30,30
T1959,30,30,30
T1960,30,30,30
T1961,30,30,30
T1962,30,30,30
T1963,30,30,30
T1964,30,30,30
T1965,30,30,30
T1966,30,30,30
T1967,30,30,30
T1968,30,30,30
T1969,30,30,30
T1970,30,30,30
T1971,30,30,30
T1972,30,30,30
T1973,30,30,30
T1974,30,30,30
T1975,30,30,30
T1976,30,30,30
T1977,30,30,30
T1978,30,30,30
T1979,30,30,30
T1980,30,30,30
T1981,30,30,30
T1982,30,30,30
T1983,30,30,30
T1984,30,30,30
T1985,30,30,30
T1986,30,30,30
T1987,30,30,30
T1988,30,30,30
T1989,30,30,30
T1990,30,30,30
T1991,30,30,30
T1992,30,30,30
T1993,30,30,30
T1994,30,30,30
T1995,30,30,30
T1996,30,30,30
T1997,30,30,30
T1998,30,30,30
T1999,30,30,30
T2000,30,30,30
T2001,30,30,30
T2002,30,30,30
T2003,30,30,30
T2004,30,30,30
T2005,30,30,30
T2006,30,30,30
T2007,30,30,30
T2008,30,30,30
T2009,30,30,30
T2010,30,30,30
T2011,30,30,30
T2012,30,30,30
T2013,30,30,30
T2014,30,30,30
T2015,30,30,30
T2016,30,30,30
T2017,30,30,30
T2018,30,30,30
T2019,30,30,30
T2020,30,30,30
T2021,30,30,30
T2022,30,30,30
T2023,30,30,30
T2024,30,30,30
T2025,30,30,30
T2026,30,30,30
T2027,30,30,30
T2028,30,30,30
T2029,30,30,30
T2030,30,30,30
T2031,30,30,30
T2032,30,30,30
T2033,30,30,30
T2034,30,30,30
T2035,30,30,30
T2036,30,30,30
T2037,30,30,30
T2038,30,30,30
T2039,30,30,30
T2040,30,30,30
T2041,30,30,30
T2042,30,30,30
T2043,30,30,30
T2044,30,30,30
T2045,30,30,30
T2046,30,30,30
T2047,30,30,30
T2048,30,30,30
T2049,30,30,30
T2050,30,30,30
T2051,30,30,30
T2052,30,30,30
T2053,30,30,30
T2054,30,30,30
T2055,30,30,30
T2056,30,30,30
T2057,30,30,30
T2058,30,30,30
T2059,30,30,30
T2060,30,30,30
T2061,30,30,30
T2062,30,30,30
T2063,30,30,30
T2064,30,30,30
T2065,30,30,30
T2066,30,30,30
T2067,30,30,30
T2068,30,30,30
T2069,30,30,30
T2070,30,30,30
T2071,30,30,30
T2072,30,30,30
T2073,30,30,30
T2074,30,30,30
T2075,30,30,30
T2076,30,30,30
T2077,30,30,30
T2078,30,30,30
T2079,30,30,30
T2080,30,30,30
T2081,30,30,30
T2082,30,30,30
T2083,30,30,30
T2084,30,30,30
T2085,30,30,30
T2086,30,30,30
T2087,30,30,30
T2088,30,30,30
T2089,30,30,30
T2090,30,30,30
T2091,30,30,30
T2092,30,30,30
T2093,30,30,30
T2094,30,30,30
T2095,30,30,30
T2096,30,30,30
T2097,30,30,30
T2098,30,30,30
T2099,30,30,30
T2100,30,30,30
T2101,30,30,30
T2102,30,30,30
T2103,30,30,30
T2104,30,30,30
T2105,30,30,30
T2106,30,30,30
T2107,30,30,30
T2108,30,30,30
T2109,30,30,30
T2110,30,30,30
T2111,30,30,30
T2112,30,30,30
T2113,30,30,30
T2114,30,30,30
T2115,30,30,30
T2116,30,30,30
T2117,30,30,30
T2118,30,30,30
T2119,30,30,30
T2120,30,30,30
T2121,30,30,30
T2122,30,30,30
T2123,30,30,30
T2124,30,30,30
T2125,30,30,30
T2126,30,30,30
T2127,30,30,30
T2128,30,30,30
T2129,30,30,30
T2130,30,30,30
T2131,30,30,30
T2132,30,30,30
T2133,30,30,30
T2134,30,30,30
T2135,30,30,30
T2136,30,30,30
T2137,30,30,30
T2138,30,30,30
T2139,30,30,30
T2140,30,30,30
T2141,30,30,30
T2142,30,30,30
T2143,30,30,30
T2144,30,30,30
T2145,30,30,30
T2146,30,30,30
T2147,30,30,30
T2148,30,30,30
T2149,30,30,30
T2150,30,30,30
T2151,30,30,30
T2152,30,30,30
T2153,30,30,30
T2154,30,30,30
T2155,30,30,30
T2156,30,30,30
T2157,30,30,30
T2158,30,30,30
T2159,30,30,30
T2160,30,30,30
T2161,30,30,30
T2162,30,30,30
T2163,30,30,30
T2164,30,30,30
T2165,30,30,30
T2166,30,30,30
T2167,30,30,30
T2168,30,30,30
T2169,30,30,30
T2170,30,30,30
T2171,30,30,30
T2172,30,30,30
T2173,30,30,30
T2174,30,30,30
T2175,30,30,30
T2176,30,30,30
T2177,30,30,30
T2178,30,30,30
T2179,30,30,30
T2180,30,30,30
T2181,30,30,30
T2182,30,30,30
T2183,30,30,30
T2184,30,30,30
T2185,30,30,30
T2186,30,30,30
T2187,30,30,30
T2188,30,30,30
T2189,30,30,30
T2190,30,30,30
T2191,30,30,30
T2192,30,30,30
T2193,30,30,30
T2194,30,30,30
T2195,30,30,30
T2196,30,30,30
T2197,30,30,30
T2198,30,30,30
T2199,30,30,30
T2200,30,30,30
T2201,30,30,30
T2202,30,30,30
T2203,30,30,30
T2204,30,30,30
T2205,30,30,30
T2206,30,30,30
T2207,30,30,30
T2208,30,30,30
T2209,30,30,30
T2210,30,30,30
T2211,30,30,30
T2212,30,30,30
T2213,30,30,30
T2214,30,30,30
T2215,30,30,30
T2216,30,30,30
T2217,30,30,30
T2218,30,30,30
T2219,30,30,30
T2220,30,30,30
T2221,30,30,30
T2222,30,30,30
T2223,30,30,30
T2224,30,30,30
T2225,30,30,30
T2226,30,30,30
T2227,30,30,30
T2228,30,30,30
T2229,30,30,30
T2230,30,30,30
T2231,30,30,30
T2232,30,30,30
T2233,30,30,30
T2234,30,30,30
T2235,30,30,30
T2236,30,30,30
T2237,30,30,30
T2238,30,30,30
T2239,30,30,30
T2240,30,30,30
T2241,30,30,30
T2242,30,30,30
T2243,30,30,30
T2244,30,30,30
T2245,30,30,30
T2246,30,30,30
T2247,30,30,30
T2248,30,30,30
T2249,30,30,30
T2250,30,30,30
T2251,30,30,30
T2252,30,30,30
T2253,30,30,30
T2254,30,30,30
T2255,30,30,30
T2256,30,30,30
T2257,30,30,30
T2258,30,30,30
T2259,30,30,30
T2260,30,30,30
T2261,30,30,30
T2262,30,30,30
T2263,30,30,30
T2264,30,30,30
T2265,30,30,30
T2266,30,30,30
T2267,30,30,30
T2268,30,30,30
T2269,30,30,30
T2270,30,30,30
T2271,30,30,30
T2272,30,30,30
T2273,30,30,30
T2274,30,30,30
T2275,30,30,30
T2276,30,30,30
T2277,30,30,30
T2278,30,30,30
T2279,30,30,30
T2280,30,30,30
T2281,30,30,30
T2282,30,30,30
T2283,30,30,30
T2284,30,30,30
T2285,30,30,30
T2286,30,30,30
T2287,30,30,30
T2288,30,30,30
T2289,30,30,30
T2290,30,30,30
T2291,30,30,30
T2292,30,30,30
T2293,30,30,30
T2294,30,30,30
T2295,30,30,30
T2296,30,30,30
T2297,30,30,30
T2298,30,30,30
T2299,30,30,30
T2300,30,30,30
T2301,30,30,30
T2302,30,30,30
T2303,30,30,30
T2304,30,30,30
T2305,30,30,30
T2306,30,30,30
T2307,30,30,30
T2308,30,30,30
T2309,30,30,30
T2310,30,30,30
T2311,30,30,30
T2312,30,30,30
T2313,30,30,30
T2314,30,30,30
T2315,30,30,30
T2316,30,30,30
T2317,30,30,30
T2318,30,30,30
T2319,30,30,30
T2320,30,30,30
T2321,30,30,30
T2322,30,30,30
T2323,30,30,30
T2324,30,30,30
T2325,30,30,30
T2326,30,30,30
T2327,30,30,30
T2328,30,30,30
T2329,30,30,30
T2330,30,30,30
T2331,30,30,30
T2332,30,30,30
T2333,30,30,30
T2334,30,30,30
T2335,30,30,30
T2336,30,30,30
T2337,30,30,30
T2338,30,30,30
T2339,30,30,30
T2340,30,30,30
T2341,30,30,30
T2342,30,30,30
T2343,30,30,30
T2344,30,30,30
T2345,30,30,30
T2346,30,30,30
T2347,30,30,30
T2348,30,30,30
T2349,30,30,30
T2350,30,30,30
T2351,30,30,30
T2352,30,30,30
T2353,30,30,30
T2354,30,30,30
T2355,30,30,30
T2356,30,30,30
T2357,30,30,30
T2358,30,30,30
T2359,30,30,30
T2360,30,30,30
T2361,30,30,30
T2362,30,30,30
T2363,30,30,30
T2364,30,30,30
T2365,30,30,30
T2366,30,30,30
T2367,30,30,30
T2368,30,30,30
T2369,30,30,30
T2370,30,30,30
T2371,30,30,30
T2372,30,30,30
T2373,30,30,30
T2374,30,30,30
T2375,30,30,30
T2376,30,30,30
T2377,30,30,30
T2378,30,30,30
T2379,30,30,30
T2380,30,30,30
T2381,30,30,30
T2382,30,30,30
T2383,30,30,30
T2384,30,30,30
T2385,30,30,30
T2386,30,30,30
T2387,30,30,30
T2388,30,30,30
T2389,30,30,30
T2390,30,30,30
T2391,30,30,30
T2392,30,30,30
T2393,30,30,30
T2394,30,30,30
T2395,30,30,30
T2396,30,30,30
T2397,30,30,30
T2398,30,30,30
T2399,30,30,30
T2400,30,30,30
T2401,30,30,30
T2402,30,30,30
T2403,30,30,30
T2404,30,30,30
T2405,30,30,30
T2406,30,30,30
T2407,30,30,30
T2408,30,30,30
T2409,30,30,30
T2410,30,30,30
T2411,30,30,30
T2412,30,30,30
T2413,30,30,30
T2414,30,30,30
T2415,30,30,30
T2416,30,30,30
T2417,30,30,30
T2418,30,30,30
T2419,30,30,30
T2420,30,30,30
T2421,30,30,30
T2422,30,30,30
T2423,30,30,30
T2424,30,30,30
T2425,30,30,30
T2426,30,30,30
T2427,30,30,30
T2428,30,30,30
T2429,30,30,30
T2430,30,30,30
T2431,30,30,30
T2432,30,30,30
T2433,30,30,30
T2434,30,30,30
T2435,30,30,30
T2436,30,30,30
T2437,30,30,30
T2438,30,30,30
T2439,30,30,30
T2440,30,30,30
T2441,30,30,30
T2442,30,30,30
T2443,30,30,30
T2444,30,30,30
T2445,30,30,30
T2446,30,30,30
T2447,30,30,30
T2448,30,30,30
T2449,30,30,30
T2450,30,30,30
T2451,30,30,30
T2452,30,30,30
T2453,30,30,30
T2454,30,30,30
T2455,30,30,30
T2456,30,30,30
T2457,30,30,30
T2458,30,30,30
T2459,30,30,30
T2460,30,30,30
T2461,30,30,30
T2462,30,30,30
T2463,30,30,30
T2464,30,30,30
T2465,30,30,30
T2466,30,30,30
T2467,30,30,30
T2468,30,30,30
T2469,30,30,30
T2470,30,30,30
T2471,30,30,30
T2472,30,30,30
T2473,30,30,30
T2474,30,30,30
T2475,30,30,30
T2476,30,30,30
T2477,30,30,30
T2478,30,30,30
T2479,30,30,30
T2480,30,30,30
T2481,30,30,30
T2482,30,30,30
T2483,30,30,30
T2484,30,30,30
T2485,30,30,30
T2486,30,30,30
T2487,30,30,30
T2488,30,30,30
T2489,30,30,30
T2490,30,30,30
T2491,30,30,30
T2492,30,30,30
T2493,30,30,30
T2494,30,30,30
T2495,30,30,30
T2496,30,30,30
T2497,30,30,30
T2498,30,30,30
T2499,30,30,30
T2500,30,30,30
T2501,30,30,30
T2502,30,30,30
T2503,30,30,30
T2504,30,30,30
T2505,30,30,30
T2506,30,30,30
T2507,30,30,30
T2508,30,30,30
T2509,30,30,30
T2510,30,30,30
T2511,30,30,30
T2512,30,30,30
T2513,30,30,30
T2514,30,30,30
T2515,30,30,30
T2516,30,30,30
T2517,30,30,30
T2518,30,30,30
T2519,30,30,30
T2520,30,30,30
T2521,30,30,30
T2522,30,30,30
T2523,30,30,30
T2524,30,30,30
T2525,30,30,30
T2526,30,30,30
T2527,30,30,30
T2528,30,30,30
T2529,30,30,30
T2530,30,30,30
T2531,30,30,30
T2532,30,30,30
T2533,30,30,30
T2534,30,30,30
T2535,30,30,30
T2536,30,30,30
T2537,30,30,30
T2538,30,30,30
T2539,30,30,30
T2540,30,30,30
T2541,30,30,30
T2542,30,30,30
T2543,30,30,30
T2544,30,30,30
T2545,30,30,30
T2546,30,30,30
T2547,30,30,30
T2548,30,30,30
T2549,30,30,30
T2550,30,30,30
T2551,30,30,30
T2552,30,30,30
T2553,30,30,30
T2554,30,30,30
T2555,30,30,30
T2556,30,30,30
T2557,30,30,30
T2558,30,30,30
T2559,30,30,30
T2560,30,30,30
T2561,30,30,30
T2562,30,30,30
T2563,30,30,30
T2564,30,30,30
T2565,30,30,30
T2566,30,30,30
T2567,30,30,30
T2568,30,30,30
T2569,30,30,30
T2570,30,30,30
T2571,30,30,30
T2572,30,30,30
T2573,30,30,30
T2574,30,30,30
T2575,30,30,30
T2576,30,30,30
T2577,30,30,30
T2578,30,30,30
T2579,30,30,30
T2580,30,30,30
T2581,30,30,30
T2582,30,30,30
T2583,30,30,30
T2584,30,30,30
T2585,30,30,30
T2586,30,30,30
T2587,30,30,30
T2588,30,30,30
T2589,30,30,30
T2590,30,30,30
T2591,30,30,30
T2592,30,30,30
T2593,30,30,30
T2594,30,30,30
T2595,30,30,30
T2596,30,30,30
T2597,30,30,30
T2598,30,30,30
T2599,30,30,30
T2600,30,30,30
T2601,30,30,30
T2602,30,30,30
T2603,30,30,30
T2604,30,30,30
T2605,30,30,30
T2606,30,30,30
T2607,30,30,30
T2608,30,30,30
T2609,30,30,30
T2610,30,30,30
T2611,30,30,30
T2612,30,30,30
T2613,30,30,30
T2614,30,30,30
T2615,30,30,30
T2616,30,30,30
T2617,30,30,30
T2618,30,30,30
T2619,30,30,30
T2620,30,30,30
T2621,30,30,30
T2622,30,30,30
T2623,30,30,30
T2624,30,30,30
T2625,30,30,30
T2626,30,30,30
T2627,30,30,30
T2628,30,30,30
T2629,30,30,30
T2630,30,30,30
T2631,30,30,30
T2632,30,30,30
T2633,30,30,30
T2634,30,30,30
T2635,30,30,30
T2636,30,30,30
T2637,30,30,30
T2638,30,30,30
T2639,30,30,30
T2640,30,30,30
T2641,30,30,30
T2642,30,30,30
T2643,30,30,30
T2644,30,30,30
T2645,30,30,30
T2646,30,30,30
T2647,30,30,30
T2648,30,30,30
T2649,30,30,30
T2650,30,30,30
T2651,30,30,30
T2652,30,30,30
T2653,30,30,30
T2654,30,30,30
T2655,30,30,30
T2656,30,30,30
T2657,30,30,30
T2658,30,30,30
T2659,30,30,30
T2660,30,30,30
T2661,30,30,30
T2662,30,30,30
T2663,30,30,30
T2664,30,30,30
T2665,30,30,30
T2666,30,30,30
T2667,30,30,30
T2668,30,30,30
T2669,30,30,30
T2670,30,30,30
T2671,30,30,30
T2672,30,30,30
T2673,30,30,30
T2674,30,30,30
T2675,30,30,30
T2676,30,30,30
T2677,30,30,30
T2678,30,30,30
T2679,30,30,30
T2680,30,30,30
T2681,30,30,30
T2682,30,30,30
T2683,30,30,30
T2684,30,30,30
T2685,30,30,30
T2686,30,30,30
T2687,30,30,30
T2688,30,30,30
T2689,30,30,30
T2690,30,30,30
T2691,30,30,30
T2692,30,30,30
T2693,30,30,30
T2694,30,30,30
T2695,30,30,30
T2696,30,30,30
T2697,30,30,30
T2698,30,30,30
T2699,30,30,30
T2700,30,30,30
T2701,30,30,30
T2702,30,30,30
T2703,30,30,30
T2704,30,30,30
T2705,30,30,30
T2706,30,30,30
T2707,30,30,30
T2708,30,30,30
T2709,30,30,30
T2710,30,30,30
T2711,30,30,30
T2712,30,30,30
T2713,30,30,30
T2714,30,30,30
T2715,30,30,30
T2716,30,30,30
T2717,30,30,30
T2718,30,30,30
T2719,30,30,30
T2720,30,30,30
T2721,30,30,30
T2722,30,30,30
T2723,30,30,30
T2724,30,30,30
T2725,30,30,30
T2726,30,30,30
T2727,30,30,30
T2728,30,30,30
T2729,30,30,30
T2730,30,30,30
T2731,30,30,30
T2732,30,30,30
T2733,30,30,30
T2734,30,30,30
T2735,30,30,30
T2736,30,30,30
T2737,30,30,30
T2738,30,30,30
T2739,30,30,30
T2740,30,30,30
T2741,30,30,30
T2742,30,30,30
T2743,30,30,30
T2744,30,30,30
T2745,30,30,30
T2746,30,30,30
T2747,30,30,30
T2748,30,30,30
T2749,30,30,30
T2750,30,30,30
T2751,30,30,30
T2752,30,30,30
T2753,30,30,30
T2754,30,30,30
T2755,30,30,30
T2756,30,30,30
T2757,30,30,30
T2758,30,30,30
T2759,30,30,30
T2760,30,30,30
T2761,30,30,30
T2762,30,30,30
T2763,30,30,30
T2764,30,30,30
T2765,30,30,30
T2766,30,30,30
T2767,30,30,30
T2768,30,30,30
T2769,30,30,30
T2770,30,30,30
T2771,30,30,30
T2772,30,30,30
T2773,30,30,30
T2774,30,30,30
T2775,30,30,30
T2776,30,30,30
T2777,30,30,30
T2778,30,30,30
T2779,30,30,30
T2780,30,30,30
T2781,30,30,30
T2782,30,30,30
T2783,30,30,30
T2784,30,30,30
T2785,30,30,30
T2786,30,30,30
T2787,30,30,30
T2788,30,30,30
T2789,30,30,30
T2790,30,30,30
T2791,30,30,30
T2792,30,30,30
